"利用日","利用店名・商品名","利用者","支払方法","利用金額","支払手数料","支払総額","10月支払金額","11月繰越残高","新規サイン"
"2025/09/30","ｱﾂﾌﾟﾙ ｱｲﾁﾕ-ﾝｽﾞ ｽ","本人","1回払い","150","0","150","150","0","*"
"2025/09/30","ｱﾏｿﾞﾝ ｼ-ｵ-ｼﾞｴ-ﾋﾟ","本人","1回払い","936","0","936","936","0","*"
"2025/09/27","ﾃｷｻｽﾊﾝｽﾞ","本人","1回払い","2620","0","2620","2620","0","*"
"2025/09/24","ﾗｸﾃﾝﾍﾟｲ ﾛ-ｿﾝ","本人","1回払い","2300","0","2300","2300","0","*"
"2025/09/12","ｱﾂﾌﾟﾙ ｱｲﾁﾕ-ﾝｽﾞ ｽ","本人","1回払い","1340","0","1340","1340","0","*"
"2025/09/11","ﾛﾌﾄﾈﾂﾄｽﾄｱ","本人","1回払い","990","0","990","990","0","*"
"2025/09/09","ﾗｸﾃﾝﾍﾟｲ ﾛ-ｿﾝ","本人","1回払い","1776","0","1776","1776","0","*"
"2025/09/08","ｱﾂﾌﾟﾙ ｱｲﾁﾕ-ﾝｽﾞ ｽ","本人","1回払い","150","0","150","150","0","*"
"2025/09/07","ｱﾏｿﾞﾝ ｼ-ｵ-ｼﾞｴ-ﾋﾟ","本人","1回払い","849","0","849","849","0","*"
"2025/09/07","ｱﾏｿﾞﾝ ｼ-ｵ-ｼﾞｴ-ﾋﾟ","本人","1回払い","1760","0","1760","1760","0","*"
"2025/09/06","ﾗｸﾃﾝﾍﾟｲ ﾍｱ ｽﾀｼﾞｵ","本人","1回払い","4000","0","4000","4000","0","*"
"2025/09/06","ﾗｸﾃﾝﾍﾟｲ ﾛ-ｿﾝ","本人","1回払い","3099","0","3099","3099","0","*"
"2025/09/01","MOBAL NARITA MOBAL N利用国JP","本人","1回払い","1519","0","1519","1519","0","*"
"","現地利用額　　　　　　１５１９．０００変換レート　　　１．０００円","","","","","","","",""
"2025/08/31","ｲｵﾝﾈﾂﾄｽ-ﾊﾟ-","本人","1回払い","3553","0","3553","3553","0","*"
"2025/08/30","ﾗｸﾃﾝﾍﾟｲ ﾛ-ｿﾝ","本人","1回払い","1928","0","1928","1928","0","*"
